"site_no","site_name","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","alt_va","contrib_drain_area_va","huc2","huc4","huc6","huc8","rfc"
"06062500","Tenmile Creek near Rimini MT","ST",46.5238972,-112.2566472,"NAD83",4850,NA,"10","1003","100301","10030101","MBRFC"
"06063000","Tenmile Creek near Helena MT","ST",46.604925,-112.089361,"NAD83",3960,NA,"10","1003","100301","10030101","MBRFC"
"06065500","Missouri River bl Hauser Dam near Helena MT","ST",46.76619167,-111.8887944,"NAD83",3580,NA,"10","1003","100301","10030101","MBRFC"
"06066500","Missouri River bl Holter Dam nr Wolf Cr MT","ST",46.99473889,-112.0106667,"NAD83",3464.11,NA,"10","1003","100301","10030102","MBRFC"
"06071300","Little Prickly Pear Cr at Wolf Cr MT","ST",47.0054361,-112.070311,"NAD83",3547.38,NA,"10","1003","100301","10030102","MBRFC"
"06073500","Dearborn River near Craig MT","ST",47.199025,-112.0959056,"NAD83",3800,NA,"10","1003","100301","10030102","MBRFC"
"06074000","Missouri River at Cascade MT","ST",47.2694861,-111.6952306,"NAD83",3337.8,NA,"10","1003","100301","10030102","MBRFC"
"06076690","Smith River near Ft Logan MT","ST",46.7958,-111.1785556,"NAD83",4400,NA,"10","1003","100301","10030103","MBRFC"
"06077200","Smith River bl Eagle Cr nr Fort Logan MT","ST",46.82798056,-111.1922389,"NAD83",4350,NA,"10","1003","100301","10030103","MBRFC"
"06077500","Smith River near Eden MT","ST",47.19005278,-111.3871944,"NAD83",3500,NA,"10","1003","100301","10030103","MBRFC"
"06078200","Missouri River near Ulm MT","ST",47.43496667,-111.3884444,"NAD83",3313.27,NA,"10","1003","100301","10030102","MBRFC"
"06078500","North Fork Sun River near Augusta MT","ST",47.6398611,-112.8593333,"NAD83",4785.72,NA,"10","1003","100301","10030104","MBRFC"
"06079000","South Fork Sun River near Augusta MT","ST",47.6286083,-112.865761,"NAD83",4730,NA,"10","1003","100301","10030104","MBRFC"
"06082200","Sun River bl Willow Cr nr Augusta MT","ST",47.5471361,-112.3674306,"NAD83",3956.78,NA,"10","1003","100301","10030104","MBRFC"
"06085800","Sun River at Simms MT","ST",47.50162778,-111.9319139,"NAD83",3570,NA,"10","1003","100301","10030104","MBRFC"
"06088500","Muddy Creek at Vaughn MT","ST",47.56126667,-111.5417694,"NAD83",3330,NA,"10","1003","100301","10030104","MBRFC"
"06089000","Sun River near Vaughn MT","ST",47.52577778,-111.511036,"NAD83",3340.02,NA,"10","1003","100301","10030104","MBRFC"
"06090300","Missouri River near Great Falls MT","ST",47.5844444,-111.0605806,"NAD83",2807.21,NA,"10","1003","100301","10030102","MBRFC"
"06090500","Belt Creek near Monarch MT","ST",47.2085944,-110.9317472,"NAD83",3980,NA,"10","1003","100301","10030105","MBRFC"
"06090650","Lake Creek near Power MT","ST",47.70790556,-111.40915,"NAD83",3640,NA,"10","1003","100301","10030102","MBRFC"
"06090800","Missouri River at Fort Benton MT","ST",47.8169111,-110.6661417,"NAD83",2614.05,NA,"10","1003","100301","10030102","MBRFC"
"06091700","Two Medicine River bl South Fork nr Browning MT","ST",48.42695278,-112.9899833,"NAD83",4180,NA,"10","1003","100302","10030201","MBRFC"
"06093200","Badger Cr bl Four Horns Canal nr Browning MT","ST",48.36945,-112.8017806,"NAD83",4140,NA,"10","1003","100302","10030201","MBRFC"
"06099000","Cut Bank Creek at Cut Bank MT","ST",48.63340278,-112.3464806,"NAD83",3561.42,NA,"10","1003","100302","10030202","MBRFC"
"06099500","Marias River near Shelby MT","ST",48.4271972,-111.889836,"NAD83",3087.72,NA,"10","1003","100302","10030203","MBRFC"
"06101500","Marias River near Chester MT","ST",48.3059611,-111.0805278,"NAD83",2814.03,4397,"10","1003","100302","10030203","MBRFC"
"06102050","Marias River near Loma MT","ST",47.94590278,-110.5808389,"NAD83",2570,6480,"10","1003","100302","10030203","MBRFC"
"06102500","Teton River bl South Fork nr Choteau MT","ST",47.8830833,-112.6119833,"NAD83",4770,NA,"10","1003","100302","10030205","MBRFC"
"06108000","Teton River near Dutton MT","ST",47.930325,-111.5529417,"NAD83",3235,NA,"10","1003","100302","10030205","MBRFC"
"06108800","Teton River at Loma MT","ST",47.9327194,-110.5144333,"NAD83",2560,1900,"10","1003","100302","10030205","MBRFC"
"06109500","Missouri River at Virgelle MT","ST",48.0037833,-110.2588222,"NAD83",2507.5,33329,"10","1004","100401","10040101","MBRFC"
"06110020","Judith River above Carr Creek near Utica MT","ST",46.9177222,-110.1889444,"NAD83",4678,NA,"10","1004","100401","10040103","MBRFC"
"06111800","Big Spring Cr at R&B Trading Post nr Lewistown MT","ST",47.0878333,-109.4575,"NAD83",3843,NA,"10","1004","100401","10040103","MBRFC"
"06114700","Judith River nr mouth, nr Winifred MT","ST",47.6684083,-109.6525667,"NAD83",2490,NA,"10","1004","100401","10040103","MBRFC"
"06115200","Missouri River near Landusky MT","ST",47.63143056,-108.6877444,"NAD83",2239.96,39828,"10","1004","100401","10040104","MBRFC"
"06118500","South Fork Musselshell R ab Martinsdale MT","ST",46.45324167,-110.3822889,"NAD83",4900,NA,"10","1004","100402","10040201","MBRFC"
"06119600","Musselshell River nr Martinsdale, MT","ST",46.4769583,-110.2489667,"NAD83",4660,NA,"10","1004","100402","10040201","MBRFC"
"06120500","Musselshell River at Harlowton MT","ST",46.4288,-109.8411944,"NAD83",4171.46,NA,"10","1004","100402","10040201","MBRFC"
"06123030","Musselshell River ab Mud Cr nr Shawmut MT","ST",46.31899167,-109.4605472,"NAD83",3790,NA,"10","1004","100402","10040201","MBRFC"
"06125600","Musselshell River ab Big Coulee Creek at Lavina MT","ST",46.28905556,-108.9376111,"NAD83",3423,NA,"10","1004","100402","10040201","MBRFC"
"06126500","Musselshell River near Roundup MT","ST",46.4279972,-108.5726361,"NAD83",3188.15,NA,"10","1004","100402","10040202","MBRFC"
"06127500","Musselshell River at Musselshell MT","ST",46.522425,-108.1088722,"NAD83",2984.72,NA,"10","1004","100402","10040202","MBRFC"
"06130500","Musselshell River at Mosby MT","ST",46.99469167,-107.8891639,"NAD83",2493.9,NA,"10","1004","100402","10040205","MBRFC"
"06131200","Nelson Creek near Van Norman MT","ST",47.5365944,-106.1534528,"NAD83",2300,NA,"10","1004","100401","10040104","MBRFC"
"06133500","N F Milk River ab St. Mary canal nr Browning MT","ST",48.9707833,-113.0559694,"NAD83",4240,NA,"10","1005","100500","10050001","MBRFC"
"06135000","Milk River at Eastern Crossing of Int Bndry","ST",48.9748194,-110.4217778,"NAD83",2660,NA,"10","1005","100500","10050002","MBRFC"
"06139500","Big Sandy Creek near Havre MT","ST",48.52671389,-109.8415778,"NAD83",2510,NA,"10","1005","100500","10050005","MBRFC"
"06140500","Milk River at Havre MT","ST",48.5636861,-109.6959556,"NAD83",2465.24,5027,"10","1005","100500","10050004","MBRFC"
"06142400","Clear Creek near Chinook MT","ST",48.5788694,-109.3911306,"NAD83",2470,NA,"10","1005","100500","10050004","MBRFC"
"06151500","Battle Creek near Chinook MT","ST",48.64949167,-109.2316944,"NAD83",2410,1468,"10","1005","100500","10050008","MBRFC"
"06154100","Milk River near Harlem MT","ST",48.48964167,-108.75895,"NAD83",2319.4,8961,"10","1005","100500","10050004","MBRFC"
"06154400","Peoples Creek near Hays MT","ST",48.2237333,-108.7140528,"NAD83",2714.1,NA,"10","1005","100500","10050009","MBRFC"
"06155030","Milk River near Dodson MT","ST",48.40277778,-108.2940944,"NAD83",2250,10442,"10","1005","100500","10050004","MBRFC"
"06155500","Milk River at Malta MT","ST",48.36185278,-107.8628722,"NAD83",2221.4,11186,"10","1005","100500","10050004","MBRFC"
"06164510","Milk River at Juneberg Bridge nr Saco MT","ST",48.50920278,-107.2187556,"NAD83",2130,NA,"10","1005","100500","10050014","MBRFC"
"06166000","Beaver Cr bl Guston Coulee nr Saco MT","ST",48.3567833,-107.5821861,"NAD83",2215,NA,"10","1005","100500","10050014","MBRFC"
"06167500","Beaver Creek near Hinsdale MT","ST",48.4203111,-107.1711389,"NAD83",2130,1678,"10","1005","100500","10050014","MBRFC"
"06169500","Rock Creek bl Horse Creek nr int'l boundary","ST",48.969375,-106.8398417,"NAD83",2530,NA,"10","1005","100500","10050015","MBRFC"
"06172310","Milk River at Tampico MT","ST",48.30790556,-106.8223167,"NAD83",2110,19142,"10","1005","100500","10050012","MBRFC"
"06174500","Milk River at Nashua MT","ST",48.13005278,-106.3643139,"NAD83",2027.75,20254,"10","1005","100500","10050012","MBRFC"
"06177000","Missouri River near Wolf Point MT","ST",48.067325,-105.5330972,"NAD83",1958.57,NA,"10","1006","100600","10060001","MBRFC"
"06177500","Redwater River at Circle MT","ST",47.4139722,-105.5756444,"NAD83",2394.32,NA,"10","1006","100600","10060002","MBRFC"
"06178000","Poplar River at international boundary","ST",48.9902861,-105.6969083,"NAD83",2460,NA,"10","1006","100600","10060003","MBRFC"
"06181000","Poplar River near Poplar MT","ST",48.1709083,-105.1785972,"NAD83",1953.16,NA,"10","1006","100600","10060003","MBRFC"
"06183450","Big Muddy Creek near Antelope MT","ST",48.6728972,-104.5120861,"NAD83",2000,NA,"10","1006","100600","10060006","MBRFC"
"06185110","Big Muddy Creek nr mouth nr Culbertson MT","ST",48.16448056,-104.6295194,"NAD83",1896.5,NA,"10","1006","100600","10060006","MBRFC"
"06185500","Missouri River near Culbertson MT","ST",48.1235,-104.4733,"NAD83",1883.4,NA,"10","1006","100600","10060005","MBRFC"
"06186500","Yellowstone River at Yellowstone Lk Outlet YNP","ST",44.56709167,-110.3804056,"NAD83",7727.77,NA,"10","1007","100700","10070001","MBRFC"
"06187915","Soda Butte Cr at Park Bndry at Silver Gate","ST",45.00283056,-110.0018722,"NAD83",7340,NA,"10","1007","100700","10070001","MBRFC"
"06188000","Lamar River nr Tower Ranger Station YNP","ST",44.92817778,-110.3942694,"NAD83",6000,NA,"10","1007","100700","10070001","MBRFC"
"06190540","Boiling River at Mammoth,YNP","ST",44.98495278,-110.6883889,"NAD83",5680,NA,"10","1007","100700","10070001","MBRFC"
"06191000","Gardner River near Mammoth YNP","ST",44.9923444,-110.690975,"NAD83",5623.97,NA,"10","1007","100700","10070001","MBRFC"
"06191500","Yellowstone River at Corwin Springs MT","ST",45.1121194,-110.7936667,"NAD83",5079.09,NA,"10","1007","100700","10070002","MBRFC"
"06192500","Yellowstone River near Livingston MT","ST",45.5972111,-110.5664972,"NAD83",4542.49,NA,"10","1007","100700","10070002","MBRFC"
"06195600","Shields River nr Livingston MT","ST",45.7383611,-110.4794694,"NAD83",4420,NA,"10","1007","100700","10070003","MBRFC"
"06200000","Boulder River at Big Timber MT","ST",45.8337944,-109.9387056,"NAD83",4056.3,NA,"10","1007","100700","10070002","MBRFC"
"06204050","West Rosebud Creek near Roscoe MT","ST",45.24323889,-109.7313028,"NAD83",6535.6,NA,"10","1007","100700","10070005","MBRFC"
"06204070","W Rosebud Cr at Emerald Lk Campground nr Roscoe","ST",45.25438735,-109.6998945,"NAD83",6340,NA,"10","1007","100700","10070005","MBRFC"
"06205000","Stillwater River near Absarokee MT","ST",45.5514361,-109.3880306,"NAD83",3950,NA,"10","1007","100700","10070005","MBRFC"
"06207500","Clarks Fork Yellowstone River nr Belfry MT","ST",45.0099111,-109.0653667,"NAD83",3986.24,NA,"10","1007","100700","10070006","MBRFC"
"06208500","Clarks Fork Yellowstone River at Edgar MT","ST",45.46571389,-108.8441056,"NAD83",3460,NA,"10","1007","100700","10070006","MBRFC"
"06209500","Rock Creek near Red Lodge MT","ST",45.0861472,-109.3291889,"NAD83",6400,NA,"10","1007","100700","10070006","MBRFC"
"06211000","Red Lodge Cr ab Cooney Re nr Boyd MT","ST",45.43785,-109.2533111,"NAD83",4248,NA,"10","1007","100700","10070006","MBRFC"
"06211500","Willow Creek near Boyd MT","ST",45.4221472,-109.2305306,"NAD83",4260,NA,"10","1007","100700","10070006","MBRFC"
"06214500","Yellowstone River at Billings MT","ST",45.8001194,-108.4680306,"NAD83",3081.36,11414,"10","1007","100700","10070007","MBRFC"
"06216900","Pryor Creek nr Huntley MT","ST",45.8196944,-108.2903333,"NAD83",3140,NA,"10","1007","100700","10070008","MBRFC"
"06218500","WIND RIVER NEAR DUBOIS, WY","ST",43.57856415,-109.7598835,"NAD83",7188.71,NA,"10","1008","100800","10080001","MBRFC"
"06220800","WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY","ST",43.441622,-109.4587584,"NAD83",6400,NA,"10","1008","100800","10080001","MBRFC"
"06221400","DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WY","ST",43.34616667,-109.4087778,"NAD83",6500,NA,"10","1008","100800","10080001","MBRFC"
"06224000","BULL LAKE CREEK ABOVE BULL LAKE, WY","ST",43.1766111,-109.2025556,"NAD83",5874,NA,"10","1008","100800","10080001","MBRFC"
"06225000","BULL LAKE CREEK NEAR LENORE, WY","ST",43.24245665,-109.0229052,"NAD83",5654,201,"10","1008","100800","10080001","MBRFC"
"06225500","WIND RIVER NEAR CROWHEART, WY","ST",43.2425,-109.0105556,"NAD83",5635,NA,"10","1008","100800","10080001","MBRFC"
"06227600","WIND RIVER NEAR KINNEAR, WY","ST",43.14277778,-108.7088889,"NAD83",5294.7,NA,"10","1008","100800","10080001","MBRFC"
"06228000","WIND RIVER AT RIVERTON, WY","ST",43.01051478,-108.3767701,"NAD83",4901.56,NA,"10","1008","100800","10080001","MBRFC"
"06228350","SF L WIND RIV AB WASHAKIE RES, NR FT WASHAKIE, WY","ST",42.96828927,-109.037628,"NAD83",6440,NA,"10","1008","100800","10080002","MBRFC"
"06233000","LITTLE POPO AGIE RIVER NEAR LANDER, WY","ST",42.7166259,-108.6434455,"NAD83",5436.49,NA,"10","1008","100800","10080003","MBRFC"
"06235500","LITTLE WIND RIVER NEAR RIVERTON, WY","ST",42.9975,-108.3754167,"NAD83",4901.84,NA,"10","1008","100800","10080002","MBRFC"
"06253000","FIVEMILE CREEK NEAR SHOSHONI, WY","ST",43.22191667,-108.2196944,"NAD83",4750,285,"10","1008","100800","10080005","MBRFC"
"06259000","WIND RIVER BELOW BOYSEN RESERVOIR, WY","ST",43.4249575,-108.1789858,"NAD83",4608.58,NA,"10","1008","100800","10080005","MBRFC"
"06268600","BIGHORN RIVER AT WORLAND, WY","ST",44.01467908,-107.9695392,"NAD83",4038.5,NA,"10","1008","100800","10080007","MBRFC"
"06274300","BIGHORN RIVER AT BASIN, WY","ST",44.3832907,-108.0362117,"NAD83",3821.29,NA,"10","1008","100800","10080007","MBRFC"
"06276500","GREYBULL RIVER AT MEETEETSE, WY","ST",44.15551,-108.877075,"NAD83",5739.42,NA,"10","1008","100800","10080009","MBRFC"
"06278300","SHELL CREEK ABOVE SHELL CREEK RESERVOIR, WY","ST",44.5080195,-107.4036886,"NAD83",9050,NA,"10","1008","100800","10080010","MBRFC"
"06278500","SHELL CREEK NEAR SHELL, WY","ST",44.56496097,-107.7128666,"NAD83",4370.05,NA,"10","1008","100800","10080010","MBRFC"
"06279500","BIGHORN RIVER AT KANE, WY","ST",44.75856618,-108.1814972,"NAD83",3660,15762,"10","1008","100800","10080010","MBRFC"
"06279940","NORTH FORK SHOSHONE RIVER AT WAPITI, WY","ST",44.46967158,-109.4304399,"NAD83",5580,NA,"10","1008","100800","10080012","MBRFC"
"06280300","SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY","ST",44.20788889,-109.55525,"NAD83",6200,NA,"10","1008","100800","10080013","MBRFC"
"06281000","SOUTH FORK SHOSHONE RIVER AB BUFFALO BILL RES, WY","ST",44.41911816,-109.2579293,"NAD83",5440,NA,"10","1008","100800","10080013","MBRFC"
"06282000","SHOSHONE RIVER BELOW BUFFALO BILL RESERVOIR, WY","ST",44.5166196,-109.0979218,"NAD83",4900,NA,"10","1008","100800","10080014","MBRFC"
"06285100","SHOSHONE RIVER NEAR LOVELL, WY","ST",44.8385638,-108.4351186,"NAD83",3850,NA,"10","1008","100800","10080014","MBRFC"
"06287000","Bighorn River near St. Xavier, MT","ST",45.31690278,-107.9188889,"NAD83",3100,NA,"10","1008","100800","10080015","MBRFC"
"06287800","Bighorn River at bridge, at St. Xavier, MT","ST",45.46079565,-107.7492707,"NAD83",3030,NA,"10","1008","100800","10080016","MBRFC"
"06288400","Bighorn River at Two Leggins Bridge, near Hardin","ST",45.64413906,-107.6581492,"NAD83",2930,NA,"10","1008","100800","10080016","MBRFC"
"06289000","Little Bighorn River at State Line nr Wyola MT","ST",45.0071111,-107.6154083,"NAD83",4350,NA,"10","1008","100800","10080016","MBRFC"
"06289600","WEST PASS CREEK NEAR PARKMAN, WY","ST",44.9877441,-107.4828685,"NAD83",4540,NA,"10","1008","100800","10080016","MBRFC"
"06289820","EAST PASS CREEK NEAR DAYTON, WY","ST",44.99052258,-107.4228665,"NAD83",4405,NA,"10","1008","100800","10080016","MBRFC"
"06294000","Little Bighorn River near Hardin MT","ST",45.7356861,-107.5574694,"NAD83",2882.29,NA,"10","1008","100800","10080016","MBRFC"
"06294500","Bighorn River ab Tullock Cr nr Bighorn MT","ST",46.1244722,-107.4687917,"NAD83",2700,NA,"10","1008","100800","10080015","MBRFC"
"06295000","Yellowstone River at Forsyth MT","ST",46.2666361,-106.6913028,"NAD83",2504.62,39460,"10","1010","101000","10100001","MBRFC"
"06295113","Rosebud C at Reservation Bndry nr Kirby MT","ST",45.36116667,-106.9903556,"NAD83",3780,NA,"10","1010","101000","10100003","MBRFC"
"06295220","Rosebud C Bel Lame Deer C nr Lame Deer MT","ST",45.67582545,-106.700309,"NAD83",3160,NA,"10","1010","101000","10100003","MBRFC"
"06297500","HIGHLINE DITCH NEAR DAYTON, WY","ST-DCH",44.85305556,-107.3047222,"NAD83",4100,NA,"10","1009","100901","10090101","MBRFC"
"06298000","TONGUE RIVER NEAR DAYTON, WY","ST",44.8494123,-107.3045253,"NAD83",4060,NA,"10","1009","100901","10090101","MBRFC"
"06299980","TONGUE RIVER AT MONARCH, WY","ST",44.9002493,-107.020905,"NAD83",3620,478,"10","1009","100901","10090101","MBRFC"
"06305700","GOOSE CREEK NEAR ACME, WY","ST",44.8863607,-106.9889593,"NAD83",3620,NA,"10","1009","100901","10090101","MBRFC"
"06306250","PRAIRIE DOG CREEK NEAR ACME, WY","ST",44.98386286,-106.8397892,"NAD83",3450,NA,"10","1009","100901","10090101","MBRFC"
"06306300","Tongue River at State Line nr Decker MT","ST",45.0091361,-106.8359444,"NAD83",3429,NA,"10","1009","100901","10090101","MBRFC"
"06307500","Tongue River at Tongue R Dam nr Decker MT","ST",45.141275,-106.7713556,"NAD83",3344.4,NA,"10","1009","100901","10090101","MBRFC"
"06307600","Hanging Woman Creek near Birney MT","ST",45.29906389,-106.5081667,"NAD83",3150,NA,"10","1009","100901","10090101","MBRFC"
"06307616","Tongue R at Birney Day School Br nr Birney MT","ST",45.41160556,-106.4573528,"NAD83",3060,NA,"10","1009","100901","10090102","MBRFC"
"06307740","Otter Creek at Ashland MT","ST",45.58838889,-106.2550556,"NAD83",2916.5,NA,"10","1009","100901","10090102","MBRFC"
"06307830","Tongue R bl Brandenberg bridge nr Ashland MT","ST",45.8403861,-106.2234333,"NAD83",2760,NA,"10","1009","100901","10090102","MBRFC"
"06308400","Pumpkin Creek near Miles City MT","ST",46.22835556,-105.6906083,"NAD83",2490,NA,"10","1009","100901","10090102","MBRFC"
"06308500","Tongue River at Miles City MT","ST",46.3845944,-105.8455222,"NAD83",2360,NA,"10","1009","100901","10090102","MBRFC"
"06309000","Yellowstone River at Miles City MT","ST",46.4207722,-105.8600333,"NAD83",2333.3,47596,"10","1010","101000","10100001","MBRFC"
"06309200","MIDDLE FORK POWDER RIVER NEAR BARNUM, WY","ST",43.57773999,-107.1383995,"NAD83",7220,NA,"10","1009","100902","10090201","MBRFC"
"06311000","NORTH FORK POWDER RIVER NEAR HAZELTON, WY","ST",44.02774228,-107.0808955,"NAD83",8180,NA,"10","1009","100902","10090201","MBRFC"
"06311400","NF POWDER RIVER BELOW PASS CREEK, NR MAYOWORTH, WY","ST",43.911357,-106.8894999,"NAD83",5700,NA,"10","1009","100902","10090201","MBRFC"
"06313500","POWDER RIVER AT SUSSEX, WY","ST",43.6970861,-106.3061944,"NAD83",4372,NA,"10","1009","100902","10090202","MBRFC"
"06317000","POWDER RIVER AT ARVADA, WY","ST",44.64998226,-106.1275278,"NAD83",3620,NA,"10","1009","100902","10090202","MBRFC"
"06317020","WILD HORSE CREEK NEAR ARVADA, WY","ST",44.6324821,-106.0319671,"NAD83",3730,NA,"10","1009","100902","10090202","MBRFC"
"06318500","CLEAR CREEK NEAR BUFFALO, WY","ST",44.33275055,-106.7772735,"NAD83",5184.83,NA,"10","1009","100902","10090206","MBRFC"
"06320000","ROCK CREEK NEAR BUFFALO, WY","ST",44.4560828,-106.878945,"NAD83",5280,NA,"10","1009","100902","10090206","MBRFC"
"06320500","SOUTH PINEY CREEK AT WILLOW PARK, WY","ST",44.4663584,-107.0347838,"NAD83",8540,NA,"10","1009","100902","10090206","MBRFC"
"06323000","PINEY CREEK AT KEARNY, WY","ST",44.53552818,-106.8222783,"NAD83",4655.11,NA,"10","1009","100902","10090206","MBRFC"
"06324000","CLEAR CREEK NEAR ARVADA, WY","ST",44.8716522,-106.0828016,"NAD83",3506.51,NA,"10","1009","100902","10090206","MBRFC"
"06324500","Powder River at Moorhead MT","ST",45.0571972,-105.8783778,"NAD83",3350.6,NA,"10","1009","100902","10090207","MBRFC"
"06324970","LITTLE POWDER RIVER AB DRY CREEK, NEAR WESTON, WY","ST",44.9269288,-105.3533268,"NAD83",3410,1237,"10","1009","100902","10090208","MBRFC"
"06326500","Powder River near Locate MT","ST",46.4294361,-105.3103306,"NAD83",2384.7,NA,"10","1009","100902","10090209","MBRFC"
"06327500","Yellowstone River at Glendive MT","ST",47.10076389,-104.7203167,"NAD83",2040,66039,"10","1010","101000","10100004","MBRFC"
"06329500","Yellowstone River near Sidney MT","ST",47.67741389,-104.1554111,"NAD83",1881.3,68407,"10","1010","101000","10100004","MBRFC"
"06331000","LITTLE MUDDY RIVER BL COW CREEK NR WILLISTON, ND","ST",48.2844683,-103.5729718,"NAD83",1863.18,775,"10","1011","101101","10110102","MBRFC"
"06332000","WHITE EARTH RIVER AT WHITE EARTH, ND","ST",48.37555556,-102.7672222,"NAD83",NA,490,"10","1011","101101","10110101","MBRFC"
"06332515","BEAR DEN CREEK NR MANDAREE, ND","ST",47.7872369,-102.7685256,"NAD83",1947.58,NA,"10","1011","101101","10110101","MBRFC"
"06334500","LITTLE MISSOURI R AT CAMP CROOK,SD","ST",45.5481343,-103.9712386,"NAD83",3108.98,1974,"10","1011","101102","10110201","MBRFC"
"06335500","LITTLE MISSOURI RIVER AT MARMARTH, ND","ST",46.29777778,-103.9175,"NAD83",2686.32,NA,"10","1011","101102","10110203","MBRFC"
"06335750","DEEP CREEK NR AMIDON, ND","ST",46.57638889,-103.5580556,"NAD83",2450,NA,"10","1011","101102","10110203","MBRFC"
"06336000","LITTLE MISSOURI RIVER AT MEDORA, ND","ST",46.91945839,-103.5282426,"NAD83",2246.75,NA,"10","1011","101102","10110203","MBRFC"
"06336600","BEAVER CREEK NR TROTTERS, ND","ST",47.16307028,-103.9927057,"NAD83",2370,NA,"10","1011","101102","10110204","MBRFC"
"06337000","LITTLE MISSOURI RIVER NR WATFORD CITY, ND","ST",47.5902932,-103.2518572,"NAD83",1929.03,8310,"10","1011","101102","10110205","MBRFC"
"06339100","KNIFE RIVER AT MANNING, ND","ST",47.2361259,-102.7699074,"NAD83",2156.55,NA,"10","1013","101302","10130201","MBRFC"
"06339500","KNIFE RIVER NR GOLDEN VALLEY, ND","ST",47.154453,-102.059892,"NAD83",1847.13,NA,"10","1013","101302","10130201","MBRFC"
"06339960","GOODMAN CREEK NEAR GOLDEN VALLEY, ND","ST",47.29666667,-102.0938889,"NAD83",NA,NA,"10","1013","101302","10130201","MBRFC"
"06340000","SPRING CREEK AT ZAP, ND","ST",47.2861188,-101.925726,"NAD83",1819.39,NA,"10","1013","101302","10130201","MBRFC"
"06340010","KNIFE RIVER NEAR BEULAH, ND","ST",47.25388889,-101.7855556,"NAD83",1700,NA,"10","1013","101302","10130201","MBRFC"
"06340500","KNIFE RIVER AT HAZEN, ND","ST",47.2852816,-101.6221093,"NAD83",1712.35,2240,"10","1013","101302","10130201","MBRFC"
"06342260","SQUARE BUTTE CREEK BELOW CENTER, ND","ST",47.05749409,-101.1957001,"NAD83",1865,NA,"10","1013","101301","10130101","MBRFC"
"06342450","BURNT CREEK NR BISMARCK, ND","ST",46.9149922,-100.8137419,"NAD83",1688.07,NA,"10","1013","101301","10130101","MBRFC"
"06342500","MISSOURI RIVER AT BISMARCK, ND","ST",46.81416667,-100.8213889,"NAD83",1618.28,NA,"10","1013","101301","10130101","MBRFC"
"06343000","HEART RIVER NR SOUTH HEART, ND","ST",46.86556675,-102.9485116,"NAD83",2429.45,NA,"10","1013","101302","10130202","MBRFC"
"06344600","GREEN RIVER NR NEW HRADEC, ND","ST",47.02779158,-103.0532355,"NAD83",2510,NA,"10","1013","101302","10130202","MBRFC"
"06345500","HEART RIVER NR RICHARDTON, ND","ST",46.74555556,-102.3083333,"NAD83",2153.67,NA,"10","1013","101302","10130202","MBRFC"
"06345780","HEART R AB LAKE TSCHIDA NR GLEN ULLIN, ND","ST",46.6569506,-102.0793279,"NAD83",2090,NA,"10","1013","101302","10130202","MBRFC"
"06347000","ANTELOPE CREEK NR CARSON, ND","ST",46.5452839,-101.6454228,"NAD83",1960,NA,"10","1013","101302","10130203","MBRFC"
"06347500","BIG MUDDY CREEK NEAR ALMONT, ND","ST",46.69444606,-101.4673665,"NAD83",1864,NA,"10","1013","101302","10130203","MBRFC"
"06348300","HEART RIVER AT STARK BRIDGE NR JUDSON, ND","ST",46.7033333,-101.2136111,"NAD83",1720,NA,"10","1013","101302","10130203","MBRFC"
"06348500","SWEETBRIAR CREEK NR JUDSON, ND","ST",46.85110718,-101.2531972,"NAD83",1886.42,NA,"10","1013","101302","10130203","MBRFC"
"06349000","HEART RIVER NR MANDAN, ND","ST",46.8338827,-100.9745789,"NAD83",1638.7,3310,"10","1013","101302","10130203","MBRFC"
"06349500","APPLE CREEK NR MENOKEN, ND","ST",46.79443787,-100.6573459,"NAD83",1638.61,1180,"10","1013","101301","10130103","MBRFC"
"06349600","HAY CREEK AT MAIN AVENUE IN BISMARCK, ND","ST",46.8072156,-100.7340153,"NAD83",1650.74,NA,"10","1013","101301","10130103","MBRFC"
"06350000","CANNONBALL RIVER AT REGENT, ND","ST",46.42667116,-102.5518303,"NAD83",2422.9,NA,"10","1013","101302","10130204","MBRFC"
"06351200","CANNONBALL RIVER NR RALEIGH, ND","ST",46.1269476,-101.333187,"NAD83",NA,NA,"10","1013","101302","10130204","MBRFC"
"06352000","CEDAR CREEK NR HAYNES, ND","ST",46.15528136,-102.4757133,"NAD83",2472.9,NA,"10","1013","101302","10130205","MBRFC"
"06353000","CEDAR CREEK NR RALEIGH, ND","ST",46.09166988,-101.333742,"NAD83",1881.23,NA,"10","1013","101302","10130205","MBRFC"
"06354000","CANNONBALL RIVER AT BREIEN, ND","ST",46.3761111,-100.9344444,"NAD83",1673.54,4100,"10","1013","101302","10130206","MBRFC"
"06354480","SOUTH BRANCH BEAVER CREEK NEAR ZEELAND, ND","ST",46.11388889,-99.8369444,"NAD83",1980,NA,"10","1013","101301","10130104","MBRFC"
"06354580","BEAVER CREEK BL LINTON, ND","ST",46.2686015,-100.2526142,"NAD83",1682.26,665,"10","1013","101301","10130104","MBRFC"
"06354882","OAK CR NEAR WAKPALA,SD","ST",45.7119422,-100.5593015,"NAD83",1690,355,"10","1013","101301","10130106","MBRFC"
